UAV ID,Ture ID,Predict ID,Distance
0,0,0,5.993135249276421
1,0,0,5.340580654033415
2,1,0,5.224265277997669
3,1,0,5.528034769648758
4,1,1,5.278810924786745
5,1,1,5.806278405197666
6,2,1,5.073990533067993
7,2,2,7.162331262637086
8,2,2,5.99187132601359
9,2,2,4.640742866242935
10,3,2,5.6565770482285895
11,3,2,7.270962029225449
12,3,3,5.300171956448325
13,3,3,5.796387204168078
14,4,3,5.156528797929927
15,4,4,6.087725831611977
16,4,4,5.24664104529661
17,4,4,5.4034332908296205
18,5,4,5.692409401856221
19,5,5,6.333712756990009
20,5,5,5.6945852359572555
21,5,5,5.21209616451945
22,6,6,7.724302864522963
23,6,6,8.301573531729398
24,6,6,6.539433089193208
25,6,6,7.732435736643162
26,7,7,8.069826519167261
27,7,7,7.432539461759694
28,7,7,7.8693538398793015
29,7,7,8.649590726036486
30,8,8,8.50880677437151
31,8,8,8.553942899722257
32,8,8,9.035360712517113
33,8,8,9.821214540646327
34,9,9,9.019193731531983
35,9,9,9.851829196226875
36,9,9,9.796021465432238
37,9,10,9.783436593607812
38,10,10,9.696780007557114
39,10,10,9.78980540219099
40,10,10,9.405598779485016
41,11,11,10.561399559652157
42,11,11,9.373727528945404
43,11,11,9.638464812991524
44,11,12,10.185169657365995
45,12,12,8.916487993816087
46,12,12,8.42074555305309
47,12,12,9.882793155010894
48,12,13,9.388206450868077
49,13,13,9.51178471697319
50,13,13,9.366900165027355
51,13,13,9.080141577070206
52,13,14,9.337497216298726
53,14,14,8.487918012702243
54,14,14,8.218491583413636
55,14,14,8.56174525311832
56,14,15,8.75862454934426
57,15,15,8.150671432370364
58,15,15,7.4056235506012715
59,15,16,7.779747487564582
60,15,16,8.26995419376123
61,16,16,6.999128908483993
62,16,16,5.970469877915163
63,16,16,7.66345071563965
64,16,17,6.942817392201251
65,17,17,6.456085981422428
66,17,17,6.690826042366848
67,17,17,6.824140036972535
68,17,18,6.215357564916142
69,18,18,5.719874784742507
70,18,18,5.835361972518433
71,18,18,6.740823321089929
72,18,19,6.692059644999677
73,19,19,5.085967752014009
74,19,19,6.059694078124405
75,19,19,6.662638823768883
76,19,20,5.786387156477556
77,20,20,5.74503432554452
78,20,20,6.026536980012546
79,20,21,6.7727148599231874
80,21,21,6.273776158902202
81,21,21,5.506496524198019
82,21,21,6.32287769964593
83,21,22,6.514487907789823
84,22,22,5.861238633618139
85,22,22,5.77490545516504
86,22,22,6.834864335427329
87,22,23,6.520486038637849
88,23,23,5.604614472904865
89,23,23,6.044120552160877
90,23,23,7.095412187287763
91,23,24,6.359982565861292
92,24,24,6.13391204108905
93,24,24,6.25285890439146
94,24,24,6.926996224640028
95,24,25,6.887348320982135
96,25,25,6.308618889638986
97,25,25,6.030696592271923
98,25,25,7.143253798937191
99,25,26,6.747453973925285
100,26,26,6.4173779988447155
101,26,26,6.158149239915784
102,26,27,7.1958489710253275
103,26,27,6.541574902030698
104,27,27,5.97798671165672
105,27,27,6.0107353049656425
106,27,27,7.0213720432873785
107,27,28,5.530659467807418
108,28,28,4.896560631476044
109,28,28,5.728808233961181
110,28,29,6.018538349460738
111,28,29,5.02795003386402
112,29,29,4.585492274186114
113,29,29,4.7079128856629655
114,29,30,4.841038692457431
115,29,30,4.248637547726207
116,30,30,3.403487443343464
117,30,30,5.274843735313235
118,30,31,5.024912262083999
119,31,31,4.162689230217844
120,31,31,4.132195315141683
121,31,31,5.31209074036648
122,31,32,3.919539480383254
123,32,32,4.164820419880621
124,32,32,5.03995947510749
125,32,33,5.592732479836756
126,32,33,4.640236913032217
127,33,33,4.541177157123449
128,33,33,5.402128181536257
129,33,34,5.432830345004992
130,33,34,5.013471001906716
131,34,34,5.228700512222
132,34,35,6.570530660753175
133,34,35,5.335741198140259
134,34,35,6.082180875360724
135,35,35,6.134717170578022
